"Indexcd","Trddt","Opnidx","Highidx","Lowidx","Clsidx","Vol","Value"
"DJI","2014-01-02","16572.17","16573.07","16416.49","16441.35","8096.00","-0.008163"
"DJI","2014-01-03","16456.89","16518.74","16439.30","16469.99","7277.00","0.001742"
"DJI","2014-01-06","16474.04","16532.99","16405.52","16425.10","8938.00","-0.002726"
"DJI","2014-01-07","16429.02","16562.32","16429.02","16530.94","8127.00","0.006444"
"DJI","2014-01-08","16527.66","16528.88","16416.69","16462.74","10326.00","-0.004126"
"DJI","2014-01-09","16471.41","16525.35","16378.61","16444.76","8399.00","-0.001092"
"DJI","2014-01-10","16453.62","16487.65","16379.02","16437.05","8519.00","-0.000469"
"DJI","2014-01-13","16434.03","16453.13","16240.60","16257.94","11168.00","-0.010897"
"DJI","2014-01-14","16261.99","16373.92","16260.83","16373.86","9861.00","0.007130"
"DJI","2014-01-15","16378.03","16505.28","16376.78","16481.94","10113.00","0.006601"
"DJI","2014-01-16","16477.70","16477.70","16375.56","16417.01","8737.00","-0.003939"
"DJI","2014-01-17","16408.02","16495.26","16378.80","16458.56","18497.00","0.002531"
"DJI","2014-01-21","16459.27","16520.60","16316.25","16414.44","11157.00","-0.002681"
"DJI","2014-01-22","16420.48","16453.49","16332.98","16373.34","8747.00","-0.002504"
"DJI","2014-01-23","16371.99","16372.96","16140.58","16197.35","10054.00","-0.010749"
"DJI","2014-01-24","16203.29","16203.29","15879.11","15879.11","14145.00","-0.019648"
"DJI","2014-01-27","15879.05","15942.77","15783.55","15837.88","12754.00","-0.002596"
"DJI","2014-01-28","15840.84","15945.89","15840.84","15928.56","8911.00","0.005726"
"DJI","2014-01-29","15927.08","15927.08","15708.98","15738.79","10959.00","-0.011914"
"DJI","2014-01-30","15743.03","15907.53","15733.27","15848.61","9210.00","0.006978"
"DJI","2014-01-31","15847.19","15847.19","15617.55","15698.85","13709.00","-0.009449"
"DJI","2014-02-03","15697.69","15708.54","15356.17","15372.80","15105.00","-0.020769"
"DJI","2014-02-04","15372.93","15481.85","15356.62","15445.24","12411.00","0.004712"
"DJI","2014-02-05","15443.00","15478.21","15340.69","15440.23","10513.00","-0.000324"
"DJI","2014-02-06","15443.83","15632.09","15443.00","15628.53","10698.00","0.012195"
"DJI","2014-02-07","15630.64","15798.51","15625.53","15794.08","10578.00","0.010593"
"DJI","2014-02-10","15793.63","15801.79","15733.69","15801.79","8411.00","0.000488"
"DJI","2014-02-11","15804.17","16027.19","15803.40","15994.77","9593.00","0.012213"
"DJI","2014-02-12","15993.04","16036.56","15928.75","15963.94","7731.00","-0.001928"
"DJI","2014-02-13","15946.99","16039.37","15863.25","16027.59","9947.00","0.003987"
"DJI","2014-02-14","16018.08","16175.55","15985.39","16154.39","8406.00","0.007911"
"DJI","2014-02-18","16153.97","16167.33","16107.04","16130.40","9125.00","-0.001485"
"DJI","2014-02-19","16126.23","16225.72","16031.66","16040.56","8056.00","-0.005570"
"DJI","2014-02-20","16044.15","16161.64","16006.59","16133.23","7772.00","0.005777"
"DJI","2014-02-21","16135.92","16191.92","16093.80","16103.30","12658.00","-0.001855"
"DJI","2014-02-24","16102.27","16300.04","16102.27","16207.14","24458.00","0.006448"
"DJI","2014-02-25","16207.34","16254.26","16147.25","16179.66","9947.00","-0.001696"
"DJI","2014-02-26","16180.36","16252.35","16155.86","16198.41","9398.00","0.001159"
"DJI","2014-02-27","16197.70","16276.28","16159.81","16272.65","9764.00","0.004583"
"DJI","2014-02-28","16273.23","16398.95","16226.09","16321.71","12211.00","0.003015"
"DJI","2014-03-03","16321.71","16321.71","16071.25","16168.03","9276.00","-0.009416"
"DJI","2014-03-04","16169.32","16419.49","16169.32","16395.88","9612.00","0.014093"
"DJI","2014-03-05","16395.88","16406.55","16343.96","16360.18","7398.00","-0.002177"
"DJI","2014-03-06","16360.56","16450.17","16360.56","16421.89","7590.00","0.003772"
"DJI","2014-03-07","16424.53","16505.70","16398.86","16452.72","8069.00","0.001877"
"DJI","2014-03-10","16453.10","16453.10","16334.20","16418.68","6821.00","-0.002069"
"DJI","2014-03-11","16419.39","16460.33","16325.17","16351.25","7815.00","-0.004107"
"DJI","2014-03-12","16350.67","16364.74","16260.03","16340.08","7790.00","-0.000683"
"DJI","2014-03-13","16341.55","16405.07","16084.10","16108.89","8616.00","-0.014149"
"DJI","2014-03-14","16106.32","16165.05","16046.99","16065.67","8566.00","-0.002683"
"DJI","2014-03-17","16066.37","16270.34","16066.37","16247.22","8893.00","0.011300"
"DJI","2014-03-18","16245.93","16369.94","16245.93","16336.19","7914.00","0.005476"
"DJI","2014-03-19","16335.71","16363.32","16126.29","16222.17","9011.00","-0.006980"
"DJI","2014-03-20","16221.98","16353.98","16160.33","16331.05","9153.00","0.006712"
"DJI","2014-03-21","16332.69","16456.45","16290.79","16302.77","35367.00","-0.001732"
"DJI","2014-03-24","16303.28","16380.51","16215.56","16276.69","11062.00","-0.001600"
"DJI","2014-03-25","16279.20","16407.18","16279.20","16367.88","8911.00","0.005602"
"DJI","2014-03-26","16370.71","16466.04","16268.99","16268.99","9277.00","-0.006042"
"DJI","2014-03-27","16268.67","16300.94","16191.79","16264.23","9365.00","-0.000293"
"DJI","2014-03-28","16267.77","16414.86","16267.77","16323.06","8637.00","0.003617"
"DJI","2014-03-31","16324.22","16480.85","16324.22","16457.66","10451.00","0.008246"
"DJI","2014-04-01","16458.05","16565.73","16457.60","16532.61","8801.00","0.004554"
"DJI","2014-04-02","16532.80","16588.19","16506.60","16573.00","7812.00","0.002443"
"DJI","2014-04-03","16572.36","16604.15","16527.60","16572.55","7722.00","-0.000027"
"DJI","2014-04-04","16576.02","16631.63","16392.77","16412.71","10435.00","-0.009645"
"DJI","2014-04-07","16414.15","16421.38","16244.01","16245.87","11654.00","-0.010165"
"DJI","2014-04-08","16245.16","16296.86","16180.28","16256.14","9851.00","0.000632"
"DJI","2014-04-09","16256.37","16438.82","16256.37","16437.18","9155.00","0.011137"
"DJI","2014-04-10","16437.24","16456.12","16153.34","16170.22","11255.00","-0.016241"
"DJI","2014-04-11","16168.87","16168.87","16015.32","16026.75","11955.00","-0.008872"
"DJI","2014-04-14","16028.29","16184.76","16028.29","16173.24","9002.00","0.009140"
"DJI","2014-04-15","16173.49","16272.95","16063.20","16262.56","9785.00","0.005523"
"DJI","2014-04-16","16266.23","16424.85","16266.23","16424.85","9465.00","0.009979"
"DJI","2014-04-17","16424.14","16460.49","16368.14","16408.54","13619.00","-0.000993"
"DJI","2014-04-21","16408.92","16459.78","16402.08","16449.25","7950.00","0.002481"
"DJI","2014-04-22","16449.38","16565.71","16449.38","16514.37","8483.00","0.003959"
"DJI","2014-04-23","16513.73","16525.99","16477.28","16501.65","7683.00","-0.000770"
"DJI","2014-04-24","16503.39","16541.26","16452.30","16501.65","8034.00","0.000000"
"DJI","2014-04-25","16503.26","16503.26","16333.78","16361.46","9063.00","-0.008496"
"DJI","2014-04-28","16363.20","16500.37","16312.66","16448.74","10551.00","0.005334"
"DJI","2014-04-29","16451.18","16559.39","16451.18","16535.37","7124.00","0.005267"
"DJI","2014-04-30","16534.86","16592.28","16510.87","16580.84","9297.00","0.002750"
"DJI","2014-05-01","16580.26","16604.79","16525.25","16558.87","7563.00","-0.001325"
"DJI","2014-05-02","16562.34","16620.06","16488.31","16512.89","7891.00","-0.002777"
"DJI","2014-05-05","16509.75","16547.92","16377.09","16530.55","7032.00","0.001069"
"DJI","2014-05-06","16529.85","16529.85","16399.99","16401.02","7434.00","-0.007836"
"DJI","2014-05-07","16401.66","16522.94","16357.35","16518.54","9387.00","0.007165"
"DJI","2014-05-08","16518.16","16622.95","16502.01","16550.97","7562.00","0.001963"
"DJI","2014-05-09","16551.23","16588.77","16498.71","16583.34","7498.00","0.001956"
"DJI","2014-05-12","16584.82","16704.84","16584.82","16695.47","7155.00","0.006762"
"DJI","2014-05-13","16695.92","16735.51","16695.92","16715.44","7134.00","0.001196"
"DJI","2014-05-14","16716.08","16717.56","16595.00","16613.97","7197.00","-0.006070"
"DJI","2014-05-15","16613.52","16622.90","16397.46","16446.81","10661.00","-0.010061"
"DJI","2014-05-16","16447.32","16498.99","16414.32","16491.31","11933.00","0.002706"
"DJI","2014-05-19","16490.35","16526.26","16442.12","16511.86","8218.00","0.001246"
"DJI","2014-05-20","16511.22","16511.22","16341.30","16374.31","7515.00","-0.008330"
"DJI","2014-05-21","16376.17","16544.60","16376.17","16533.06","7673.00","0.009695"
"DJI","2014-05-22","16532.74","16565.39","16489.61","16543.08","5925.00","0.000606"
"DJI","2014-05-23","16544.49","16613.07","16544.49","16606.27","6134.00","0.003820"
"DJI","2014-05-27","16607.42","16688.69","16607.42","16675.50","8087.00","0.004169"
"DJI","2014-05-28","16674.98","16674.98","16620.22","16633.18","6248.00","-0.002538"
"DJI","2014-05-29","16637.74","16698.74","16620.43","16698.74","5550.00","0.003942"
"DJI","2014-05-30","16697.33","16721.22","16648.85","16717.17","10519.00","0.001104"
"DJI","2014-06-02","16716.85","16756.64","16682.07","16743.63","5756.00","0.001583"
"DJI","2014-06-03","16736.70","16736.70","16690.01","16722.34","6783.00","-0.001272"
"DJI","2014-06-04","16720.00","16742.91","16673.65","16737.53","6557.00","0.000908"
"DJI","2014-06-05","16739.14","16845.81","16709.95","16836.11","7046.00","0.005890"
"DJI","2014-06-06","16839.64","16924.28","16839.64","16924.28","8053.00","0.005237"
"DJI","2014-06-09","16926.08","16970.17","16912.92","16943.10","6713.00","0.001112"
"DJI","2014-06-10","16940.40","16946.34","16897.44","16945.92","6456.00","0.000166"
"DJI","2014-06-11","16943.16","16943.16","16821.85","16843.88","6186.00","-0.006022"
"DJI","2014-06-12","16840.48","16841.57","16703.73","16734.19","7256.00","-0.006512"
"DJI","2014-06-13","16734.64","16787.89","16718.60","16775.74","9522.00","0.002483"
"DJI","2014-06-16","16765.56","16802.14","16722.86","16781.01","7790.00","0.000314"
"DJI","2014-06-17","16779.21","16823.55","16732.91","16808.49","6353.00","0.001638"
"DJI","2014-06-18","16806.12","16911.41","16755.29","16906.62","7372.00","0.005838"
"DJI","2014-06-19","16909.90","16923.43","16858.88","16921.46","8022.00","0.000878"
"DJI","2014-06-20","16920.62","16978.02","16920.62","16947.08","24735.00","0.001514"
"DJI","2014-06-23","16946.50","16954.27","16896.09","16937.26","6364.00","-0.000579"
"DJI","2014-06-24","16934.62","16969.70","16805.23","16818.13","8022.00","-0.007034"
"DJI","2014-06-25","16817.68","16883.54","16799.41","16867.51","7392.00","0.002936"
"DJI","2014-06-26","16866.81","16872.52","16746.09","16846.13","6365.00","-0.001268"
"DJI","2014-06-27","16846.90","16862.73","16773.84","16851.84","13769.00","0.000339"
"DJI","2014-06-30","16852.49","16871.27","16801.94","16826.60","9036.00","-0.001498"
"DJI","2014-07-01","16828.53","16998.70","16828.53","16956.07","7405.00","0.007694"
"DJI","2014-07-02","16949.71","16986.63","16949.71","16976.24","5784.00","0.001190"
"DJI","2014-07-03","16979.00","17074.65","16979.00","17068.26","6680.00","0.005421"
"DJI","2014-07-07","17063.83","17063.83","16992.45","17024.21","6148.00","-0.002581"
"DJI","2014-07-08","17022.09","17022.09","16874.79","16906.62","7525.00","-0.006907"
"DJI","2014-07-09","16916.83","16998.95","16913.81","16985.61","6712.00","0.004672"
"DJI","2014-07-10","16980.35","16980.35","16805.38","16915.07","6751.00","-0.004153"
"DJI","2014-07-11","16918.31","16949.46","16860.30","16943.81","6100.00","0.001699"
"DJI","2014-07-14","16950.93","17088.43","16950.93","17055.42","6057.00","0.006587"
"DJI","2014-07-15","17055.03","17120.34","17006.39","17060.68","10173.00","0.000308"
"DJI","2014-07-16","17061.91","17139.35","17061.91","17138.20","11150.00","0.004544"
"DJI","2014-07-17","17133.45","17151.56","16966.19","16976.81","9924.00","-0.009417"
"DJI","2014-07-18","16978.16","17113.51","16977.52","17100.18","11253.00","0.007267"
"DJI","2014-07-21","17095.11","17095.11","16974.34","17051.73","6759.00","-0.002833"
"DJI","2014-07-22","17054.97","17133.43","17040.13","17113.54","7796.00","0.003625"
"DJI","2014-07-23","17117.01","17121.05","17058.05","17086.63","7344.00","-0.001572"
"DJI","2014-07-24","17092.02","17119.83","17061.07","17083.80","6639.00","-0.000166"
"DJI","2014-07-25","17079.50","17082.33","16915.65","16960.57","6729.00","-0.007213"
"DJI","2014-07-28","16956.91","17001.38","16877.72","16982.59","6619.00","0.001298"
"DJI","2014-07-29","16984.33","17056.46","16912.11","16912.11","7598.00","-0.004150"
"DJI","2014-07-30","16920.11","16983.94","16817.16","16880.36","7775.00","-0.001877"
"DJI","2014-07-31","16869.63","16869.63","16563.30","16563.30","10167.00","-0.018783"
"DJI","2014-08-01","16561.70","16584.75","16437.07","16493.37","8486.00","-0.004222"
"DJI","2014-08-04","16493.72","16596.22","16447.20","16569.28","7626.00","0.004602"
"DJI","2014-08-05","16559.97","16559.97","16369.55","16429.47","7663.00","-0.008438"
"DJI","2014-08-06","16425.10","16490.70","16372.32","16443.34","7860.00","0.000844"
"DJI","2014-08-07","16448.29","16504.35","16333.78","16368.27","8043.00","-0.004565"
"DJI","2014-08-08","16369.68","16556.59","16364.22","16553.93","8242.00","0.011343"
"DJI","2014-08-11","16557.27","16627.99","16557.27","16569.98","6556.00","0.000970"
"DJI","2014-08-12","16565.55","16589.31","16518.06","16560.54","6277.00","-0.000570"
"DJI","2014-08-13","16567.54","16670.29","16567.54","16651.80","6602.00","0.005511"
"DJI","2014-08-14","16657.32","16714.22","16651.67","16713.58","6237.00","0.003710"
"DJI","2014-08-15","16717.01","16775.27","16575.42","16662.91","10918.00","-0.003032"
"DJI","2014-08-18","16664.45","16840.28","16664.45","16838.74","7567.00","0.010552"
"DJI","2014-08-19","16839.06","16929.13","16839.06","16919.59","6722.00","0.004801"
"DJI","2014-08-20","16910.03","16994.89","16896.55","16979.13","6196.00","0.003519"
"DJI","2014-08-21","16983.88","17074.59","16983.88","17039.49","6516.00","0.003555"
"DJI","2014-08-22","17038.27","17064.28","16984.52","17001.22","6433.00","-0.002246"
"DJI","2014-08-25","17011.81","17124.74","17011.81","17076.87","5740.00","0.004450"
"DJI","2014-08-26","17079.57","17153.80","17079.57","17106.70","5071.00","0.001747"
"DJI","2014-08-27","17111.03","17134.60","17090.61","17122.01","6169.00","0.000895"
"DJI","2014-08-28","17119.06","17119.06","17018.33","17079.57","5186.00","-0.002479"
"DJI","2014-08-29","17083.42","17110.42","17035.38","17098.45","8150.00","0.001105"
"DJI","2014-09-02","17097.42","17113.51","17009.07","17067.56","6482.00","-0.001807"
"DJI","2014-09-03","17067.24","17151.89","17060.21","17078.28","6277.00","0.000628"
"DJI","2014-09-04","17083.61","17161.55","17030.12","17069.58","6812.00","-0.000509"
"DJI","2014-09-05","17065.89","17137.36","17009.62","17137.36","7663.00","0.003971"
"DJI","2014-09-08","17131.71","17137.88","17079.17","17111.42","6564.00","-0.001514"
"DJI","2014-09-09","17110.39","17111.55","16993.29","17013.87","6903.00","-0.005701"
"DJI","2014-09-10","17016.05","17080.27","16974.57","17068.71","7678.00","0.003223"
"DJI","2014-09-11","17057.41","17057.41","16983.88","17049.00","6365.00","-0.001155"
"DJI","2014-09-12","17044.05","17044.05","16937.67","16987.51","8282.00","-0.003607"
"DJI","2014-09-15","16988.76","17051.85","16951.38","17031.14","7174.00","0.002568"
"DJI","2014-09-16","17027.16","17167.05","16985.55","17131.97","7320.00","0.005920"
"DJI","2014-09-17","17131.01","17221.11","17089.01","17156.85","8781.00","0.001452"
"DJI","2014-09-18","17163.73","17275.37","17163.73","17265.99","8530.00","0.006361"
"DJI","2014-09-19","17267.21","17350.64","17257.46","17279.74","34962.00","0.000796"
"DJI","2014-09-22","17271.71","17277.88","17159.36","17172.68","7430.00","-0.006196"
"DJI","2014-09-23","17165.91","17171.88","17055.87","17055.87","7709.00","-0.006802"
"DJI","2014-09-24","17056.64","17226.60","17033.93","17210.06","8053.00","0.009040"
"DJI","2014-09-25","17204.86","17204.86","16945.80","16945.80","9352.00","-0.015355"
"DJI","2014-09-26","16948.62","17148.15","16948.11","17113.15","7467.00","0.009876"
"DJI","2014-09-29","17107.69","17107.69","16934.43","17071.22","7022.00","-0.002450"
"DJI","2014-09-30","17070.45","17145.10","17017.11","17042.90","10229.00","-0.001659"
"DJI","2014-10-01","17040.46","17041.16","16776.13","16804.71","10424.00","-0.013976"
"DJI","2014-10-02","16808.27","16857.25","16674.04","16801.05","7549.00","-0.000218"
"DJI","2014-10-03","16802.20","17027.84","16802.20","17009.69","8794.00","0.012418"
"DJI","2014-10-06","17010.34","17099.39","16930.38","16991.91","65545.00","-0.001045"
"DJI","2014-10-07","16988.25","16988.25","16715.79","16719.39","7942.00","-0.016038"
"DJI","2014-10-08","16718.65","17006.91","16663.26","16994.22","10693.00","0.016438"
"DJI","2014-10-09","16989.37","16989.37","16649.04","16659.25","9321.00","-0.019711"
"DJI","2014-10-10","16654.88","16757.60","16543.91","16544.10","13637.00","-0.006912"
"DJI","2014-10-13","16535.43","16602.41","16310.47","16321.07","10783.00","-0.013481"
"DJI","2014-10-14","16321.90","16463.67","16273.64","16315.19","11041.00","-0.000360"
"DJI","2014-10-15","16313.30","16313.30","15855.12","16141.74","16038.00","-0.010631"
"DJI","2014-10-16","16137.14","16211.12","15935.22","16117.24","13167.00","-0.001518"
"DJI","2014-10-17","16118.39","16427.38","16118.39","16380.41","13791.00","0.016328"
"DJI","2014-10-20","16373.15","16401.63","16260.54","16399.67","9432.00","0.001176"
"DJI","2014-10-21","16406.03","16620.78","16405.77","16614.81","10511.00","0.013119"
"DJI","2014-10-22","16615.26","16653.89","16459.85","16461.32","9205.00","-0.009238"
"DJI","2014-10-23","16468.07","16767.52","16468.07","16677.90","9942.00","0.013157"
"DJI","2014-10-24","16677.04","16811.71","16649.72","16805.41","9040.00","0.007645"
"DJI","2014-10-27","16796.10","16836.98","16729.83","16817.94","7258.00","0.000746"
"DJI","2014-10-28","16825.19","17006.45","16825.19","17005.75","8387.00","0.011167"
"DJI","2014-10-29","17005.07","17065.50","16895.38","16974.31","7645.00","-0.001849"
"DJI","2014-10-30","16968.14","17223.96","16920.76","17195.42","8018.00","0.013026"
"DJI","2014-10-31","17208.78","17395.54","17208.78","17390.52","12161.00","0.011346"
"DJI","2014-11-03","17390.90","17410.65","17339.85","17366.24","8003.00","-0.001396"
"DJI","2014-11-04","17368.81","17397.23","17278.36","17383.84","8139.00","0.001013"
"DJI","2014-11-05","17385.76","17486.59","17385.76","17484.53","7603.00","0.005792"
"DJI","2014-11-06","17491.66","17560.31","17440.35","17554.47","7067.00","0.004000"
"DJI","2014-11-07","17558.58","17575.33","17493.37","17573.93","8286.00","0.001109"
"DJI","2014-11-10","17568.98","17621.87","17547.51","17613.74","7143.00","0.002265"
"DJI","2014-11-11","17615.64","17638.21","17584.94","17614.90","5288.00","0.000066"
"DJI","2014-11-12","17604.75","17626.71","17536.17","17612.20","7598.00","-0.000153"
"DJI","2014-11-13","17618.69","17705.48","17583.88","17652.79","8054.00","0.002305"
"DJI","2014-11-14","17653.11","17664.15","17613.20","17634.74","7285.00","-0.001023"
"DJI","2014-11-17","17631.85","17675.07","17606.81","17647.75","7033.00","0.000738"
"DJI","2014-11-18","17643.09","17735.71","17642.03","17687.82","8742.00","0.002271"
"DJI","2014-11-19","17685.51","17712.26","17624.50","17685.73","7378.00","-0.000118"
"DJI","2014-11-20","17677.32","17720.44","17603.89","17719.00","7774.00","0.001881"
"DJI","2014-11-21","17721.02","17894.83","17721.02","17810.06","14094.00","0.005139"
"DJI","2014-11-24","17812.63","17855.27","17793.19","17817.90","8551.00","0.000440"
"DJI","2014-11-25","17819.05","17854.73","17790.89","17814.94","8819.00","-0.000166"
"DJI","2014-11-26","17812.25","17833.76","17791.16","17827.75","6745.00","0.000719"
"DJI","2014-11-28","17830.55","17893.42","17807.78","17828.24","8047.00","0.000027"
"DJI","2014-12-01","17827.27","17827.27","17726.55","17776.80","8639.00","-0.002885"
"DJI","2014-12-02","17778.85","17897.05","17778.85","17879.55","8197.00","0.005780"
"DJI","2014-12-03","17880.90","17924.15","17855.59","17912.62","9940.00","0.001850"
"DJI","2014-12-04","17910.02","17937.96","17814.81","17900.10","7627.00","-0.000699"
"DJI","2014-12-05","17903.05","17991.19","17903.05","17958.79","7911.00","0.003279"
"DJI","2014-12-08","17954.94","17960.56","17804.28","17852.48","8868.00","-0.005920"
"DJI","2014-12-09","17847.37","17847.37","17629.57","17801.20","10040.00","-0.002872"
"DJI","2014-12-10","17797.99","17797.99","17508.10","17533.15","11510.00","-0.015058"
"DJI","2014-12-11","17534.30","17758.51","17534.30","17596.34","9010.00","0.003604"
"DJI","2014-12-12","17590.05","17590.05","17280.83","17280.83","12195.00","-0.017930"
"DJI","2014-12-15","17285.74","17403.54","17115.28","17180.84","11405.00","-0.005786"
"DJI","2014-12-16","17173.07","17427.44","17067.59","17068.87","11664.00","-0.006517"
"DJI","2014-12-17","17069.16","17389.30","17069.16","17356.87","11822.00","0.016873"
"DJI","2014-12-18","17367.85","17778.40","17367.85","17778.15","12394.00","0.024272"
"DJI","2014-12-19","17778.02","17874.03","17746.55","17804.80","34369.00","0.001499"
"DJI","2014-12-22","17812.25","17962.78","17812.25","17959.44","9846.00","0.008685"
"DJI","2014-12-23","17971.51","18069.22","17970.16","18024.17","8289.00","0.003604"
"DJI","2014-12-24","18035.73","18086.24","18027.78","18030.21","4287.00","0.000335"
"DJI","2014-12-26","18038.30","18103.45","18038.30","18053.71","5257.00","0.001303"
"DJI","2014-12-29","18046.58","18073.04","18021.57","18038.23","5387.00","-0.000857"
"DJI","2014-12-30","18035.02","18035.02","17959.70","17983.07","4749.00","-0.003058"
"DJI","2014-12-31","17987.66","18043.22","17820.88","17823.07","8284.00","-0.008897"
"DJI","2015-01-02","17823.07","17951.78","17731.30","17832.99","7627.00","0.000557"
"DJI","2015-01-05","17821.30","17821.30","17475.93","17501.65","11616.00","-0.018580"
"DJI","2015-01-06","17504.18","17581.05","17262.37","17371.64","10187.00","-0.007428"
"DJI","2015-01-07","17374.78","17597.08","17374.78","17584.52","9103.00","0.012254"
"DJI","2015-01-08","17591.97","17916.04","17591.97","17907.87","11489.00","0.018388"
"DJI","2015-01-09","17911.02","17915.32","17686.09","17737.37","9339.00","-0.009521"
"DJI","2015-01-12","17742.05","17793.88","17571.58","17640.84","9250.00","-0.005442"
"DJI","2015-01-13","17645.02","17923.01","17498.23","17613.68","9936.00","-0.001540"
"DJI","2015-01-14","17609.06","17609.06","17264.90","17427.09","10918.00","-0.010593"
"DJI","2015-01-15","17436.30","17517.41","17298.04","17320.71","9452.00","-0.006104"
"DJI","2015-01-16","17320.00","17528.37","17243.55","17511.57","14048.00","0.011019"
"DJI","2015-01-20","17516.96","17588.70","17346.73","17515.23","11960.00","0.000209"
"DJI","2015-01-21","17509.96","17599.58","17396.04","17554.28","9553.00","0.002229"
"DJI","2015-01-22","17557.29","17840.89","17482.54","17813.98","11198.00","0.014794"
"DJI","2015-01-23","17812.50","17812.50","17667.53","17672.60","9711.00","-0.007936"
"DJI","2015-01-26","17668.11","17696.36","17567.60","17678.70","8722.00","0.000345"
"DJI","2015-01-27","17638.53","17638.53","17288.31","17387.21","13594.00","-0.016488"
"DJI","2015-01-28","17402.91","17484.41","17189.00","17191.37","11598.00","-0.011263"
"DJI","2015-01-29","17195.29","17433.13","17136.30","17416.85","11169.00","0.013116"
"DJI","2015-01-30","17416.85","17419.90","17156.82","17164.95","16856.00","-0.014463"
"DJI","2015-02-02","17169.99","17367.68","17037.76","17361.04","10809.00","0.011424"
"DJI","2015-02-03","17369.97","17670.76","17369.97","17666.40","11286.00","0.017589"
"DJI","2015-02-04","17664.99","17782.22","17603.21","17673.02","10256.00","0.000375"
"DJI","2015-02-05","17677.26","17889.58","17677.26","17884.88","7989.00","0.011988"
"DJI","2015-02-06","17881.54","17951.09","17764.40","17824.29","9361.00","-0.003388"
"DJI","2015-02-09","17821.49","17821.49","17685.32","17729.21","8159.00","-0.005334"
"DJI","2015-02-10","17736.15","17890.34","17729.24","17868.76","8993.00","0.007871"
"DJI","2015-02-11","17867.86","17897.21","17759.65","17862.14","8989.00","-0.000370"
"DJI","2015-02-12","17862.14","17975.65","17862.14","17972.38","11716.00","0.006172"
"DJI","2015-02-13","17968.65","18037.41","17961.76","18019.35","8523.00","0.002613"
"DJI","2015-02-17","18019.80","18052.01","17951.41","18047.58","9876.00","0.001567"
"DJI","2015-02-18","18045.72","18048.70","17982.20","18029.85","7509.00","-0.000982"
"DJI","2015-02-19","18028.67","18028.67","17924.60","17985.77","7913.00","-0.002445"
"DJI","2015-02-20","17985.77","18144.29","17878.37","18140.44","11139.00","0.008600"
"DJI","2015-02-23","18140.76","18141.21","18054.84","18116.84","8367.00","-0.001301"
"DJI","2015-02-24","18112.57","18231.09","18098.73","18209.19","7931.00","0.005097"
"DJI","2015-02-25","18208.67","18244.38","18182.76","18224.57","8048.00","0.000845"
"DJI","2015-02-26","18224.41","18239.43","18157.07","18214.42","8150.00","-0.000557"
"DJI","2015-02-27","18213.26","18213.26","18132.38","18132.70","10111.00","-0.004487"
"DJI","2015-03-02","18134.05","18288.63","18122.59","18288.63","8979.00","0.008599"
"DJI","2015-03-03","18281.95","18281.95","18136.88","18203.37","8383.00","-0.004662"
"DJI","2015-03-04","18203.37","18203.37","18029.50","18096.90","8090.00","-0.005849"
"DJI","2015-03-05","18096.90","18160.35","18087.65","18135.72","7584.00","0.002145"
"DJI","2015-03-06","18135.72","18135.72","17825.15","17856.78","11335.00","-0.015381"
"DJI","2015-03-09","17856.56","18031.04","17856.56","17995.72","8582.00","0.007781"
"DJI","2015-03-10","17989.56","17989.56","17662.94","17662.94","12045.00","-0.018492"
"DJI","2015-03-11","17662.94","17731.78","17627.00","17635.39","10212.00","-0.001560"
"DJI","2015-03-12","17626.84","17900.10","17620.49","17895.22","11155.00","0.014733"
"DJI","2015-03-13","17889.05","17889.05","17629.89","17749.31","11362.00","-0.008154"
"DJI","2015-03-16","17751.24","17988.50","17751.24","17977.42","10176.00","0.012852"
"DJI","2015-03-17","17972.22","17972.22","17785.79","17849.08","8256.00","-0.007139"
"DJI","2015-03-18","17846.80","18097.12","17697.52","18076.19","13095.00","0.012724"
"DJI","2015-03-19","18072.58","18072.99","17934.24","17959.03","10782.00","-0.006481"
"DJI","2015-03-20","17961.13","18197.29","17961.13","18127.65","33387.00","0.009389"
"DJI","2015-03-23","18136.73","18205.93","18116.04","18116.04","9803.00","-0.000640"
"DJI","2015-03-24","18110.87","18149.24","18010.44","18011.14","8719.00","-0.005790"
"DJI","2015-03-25","18012.61","18041.97","17718.54","17718.54","10656.00","-0.016246"
"DJI","2015-03-26","17716.27","17759.51","17579.27","17678.23","11774.00","-0.002275"
"DJI","2015-03-27","17673.63","17729.14","17630.49","17712.66","10322.00","0.001948"
"DJI","2015-03-30","17727.48","18008.64","17727.48","17976.31","10404.00","0.014885"
"DJI","2015-03-31","17965.37","17965.37","17773.02","17776.12","11947.00","-0.011136"
"DJI","2015-04-01","17778.52","17778.52","17585.01","17698.18","10336.00","-0.004385"
"DJI","2015-04-02","17699.52","17815.03","17673.49","17763.24","8737.00","0.003676"
"DJI","2015-04-06","17755.50","17941.79","17646.80","17880.85","10085.00","0.006621"
"DJI","2015-04-07","17884.32","17983.12","17871.21","17875.42","7215.00","-0.000304"
"DJI","2015-04-08","17877.62","17976.20","17822.23","17902.51","7682.00","0.001515"
"DJI","2015-04-09","17902.51","17984.22","17823.10","17958.73","8674.00","0.003140"
"DJI","2015-04-10","17956.73","18066.76","17945.55","18057.65","11641.00","0.005508"
"DJI","2015-04-13","18052.32","18107.57","17974.81","17977.04","12009.00","-0.004464"
