"Indexcd","Trddt","Opnidx","Highidx","Lowidx","Clsidx","Vol","Value"
"DJI","2016-09-20","18175.36","18227.21","18128.80","18129.96","7245.00","0.000540"
"DJI","2016-09-21","18164.96","18307.43","18121.57","18293.70","9409.00","0.009031"
"DJI","2016-09-22","18343.76","18449.88","18343.76","18392.46","7303.00","0.005399"
"DJI","2016-09-23","18377.36","18383.76","18254.84","18261.45","8717.00","-0.007123"
"DJI","2016-09-26","18217.76","18217.76","18083.32","18094.83","9551.00","-0.009124"
"DJI","2016-09-27","18099.21","18238.10","18052.16","18228.30","8413.00","0.007376"
"DJI","2016-09-28","18240.22","18349.86","18179.34","18339.24","9765.00","0.006086"
"DJI","2016-09-29","18322.88","18366.23","18091.64","18143.45","9588.00","-0.010676"
"DJI","2016-09-30","18181.80","18369.62","18181.80","18308.15","13547.00","0.009078"
"DJI","2016-10-03","18279.60","18279.80","18203.75","18253.85","6852.00","-0.002966"
"DJI","2016-10-04","18267.68","18313.77","18116.26","18168.45","7971.00","-0.004678"
"DJI","2016-10-05","18205.50","18315.82","18205.50","18281.03","7619.00","0.006196"
"DJI","2016-10-06","18280.42","18288.12","18162.97","18268.50","7866.00","-0.000685"
"DJI","2016-10-07","18295.35","18319.73","18149.35","18240.49","8268.00","-0.001533"
"DJI","2016-10-10","18282.95","18399.96","18282.95","18329.04","7211.00","0.004855"
"DJI","2016-10-11","18308.43","18312.33","18061.96","18128.66","8861.00","-0.010932"
"DJI","2016-10-12","18132.63","18193.96","18082.09","18144.20","7223.00","0.000857"
"DJI","2016-10-13","18088.32","18137.70","17959.95","18098.94","8316.00","-0.002494"
"DJI","2016-10-14","18177.35","18261.11","18138.38","18138.38","8705.00","0.002179"
"DJI","2016-10-17","18135.85","18162.28","18063.02","18086.40","7596.00","-0.002866"
"DJI","2016-10-18","18145.06","18225.80","18129.45","18161.94","7460.00","0.004177"
"DJI","2016-10-19","18178.21","18252.20","18169.25","18202.62","8804.00","0.002240"
"DJI","2016-10-20","18161.87","18249.05","18129.07","18162.35","8883.00","-0.002212"
"DJI","2016-10-21","18152.63","18168.76","18049.77","18145.71","11781.00","-0.000916"
"DJI","2016-10-24","18197.14","18275.04","18191.18","18223.03","8854.00","0.004261"
"DJI","2016-10-25","18206.52","18241.69","18151.70","18169.27","8319.00","-0.002950"
"DJI","2016-10-26","18103.80","18236.04","18062.30","18199.33","8634.00","0.001654"
"DJI","2016-10-27","18234.81","18253.20","18149.20","18169.68","8353.00","-0.001629"
"DJI","2016-10-28","18193.79","18257.06","18094.97","18161.19","10785.00","-0.000467"
"DJI","2016-10-31","18176.60","18193.68","18130.58","18142.42","11008.00","-0.001034"
"DJI","2016-11-01","18158.24","18177.01","17940.84","18037.10","10128.00","-0.005805"
"DJI","2016-11-02","18017.72","18044.15","17931.89","17959.64","8861.00","-0.004294"
"DJI","2016-11-03","17978.75","18006.96","17904.07","17930.67","7786.00","-0.001613"
"DJI","2016-11-04","17928.35","17986.76","17883.56","17888.28","9776.00","-0.002364"
"DJI","2016-11-07","17994.64","18263.30","17994.64","18259.60","9345.00","0.020758"
"DJI","2016-11-08","18251.38","18400.50","18200.75","18332.74","7982.00","0.004006"
"DJI","2016-11-09","18317.26","18650.06","18252.55","18589.69","17311.00","0.014016"
"DJI","2016-11-10","18603.14","18873.66","18603.14","18807.88","16439.00","0.011737"
"DJI","2016-11-11","18781.65","18855.78","18736.96","18847.66","10730.00","0.002115"
"DJI","2016-11-14","18876.77","18934.05","18815.75","18868.69","11225.00","0.001116"
"DJI","2016-11-15","18858.21","18925.26","18806.06","18923.06","10066.00","0.002881"
"DJI","2016-11-16","18909.85","18909.85","18825.89","18868.14","8732.00","-0.002902"
"DJI","2016-11-17","18866.22","18904.03","18845.27","18903.82","8994.00","0.001891"
"DJI","2016-11-18","18905.33","18915.74","18853.83","18867.93","10988.00","-0.001899"
"DJI","2016-11-21","18898.68","18960.76","18883.10","18956.69","8052.00","0.004704"
"DJI","2016-11-22","18970.39","19043.90","18962.82","19023.87","8531.00","0.003544"
"DJI","2016-11-23","19015.52","19083.76","19000.38","19083.18","7788.00","0.003118"
"DJI","2016-11-25","19093.72","19152.14","19093.72","19152.14","4589.00","0.003614"
"DJI","2016-11-28","19122.14","19138.72","19072.25","19097.90","8846.00","-0.002832"
"DJI","2016-11-29","19064.07","19144.40","19062.22","19121.60","8151.00","0.001241"
"DJI","2016-11-30","19135.64","19225.29","19123.38","19123.58","16457.00","0.000104"
"DJI","2016-12-01","19149.20","19214.30","19138.79","19191.93","10880.00","0.003574"
"DJI","2016-12-02","19161.25","19196.14","19141.18","19170.42","8492.00","-0.001121"
"DJI","2016-12-05","19244.35","19274.85","19186.73","19216.24","31780.00","0.002390"
"DJI","2016-12-06","19219.91","19255.89","19184.74","19251.78","28496.00","0.001849"
"DJI","2016-12-07","19241.99","19558.42","19229.83","19549.62","38520.00","0.015471"
"DJI","2016-12-08","19559.94","19664.97","19527.83","19614.81","32457.00","0.003335"
"DJI","2016-12-09","19631.35","19757.74","19623.19","19756.85","33447.00","0.007241"
"DJI","2016-12-12","19770.20","19824.59","19747.74","19796.43","33366.00","0.002003"
"DJI","2016-12-13","19852.21","19953.75","19846.45","19911.21","38842.00","0.005798"
"DJI","2016-12-14","19876.13","19966.43","19748.67","19792.53","40843.00","-0.005960"
"DJI","2016-12-15","19811.50","19951.29","19811.50","19852.24","35735.00","0.003017"
"DJI","2016-12-16","19909.01","19923.17","19821.00","19843.41","57347.00","-0.000445"
"DJI","2016-12-19","19836.66","19917.78","19832.95","19883.06","30231.00","0.001998"
"DJI","2016-12-20","19920.59","19987.63","19920.42","19974.62","28408.00","0.004605"
"DJI","2016-12-21","19968.97","19986.56","19941.96","19941.96","25664.00","-0.001635"
"DJI","2016-12-22","19922.68","19933.83","19882.19","19918.88","25829.00","-0.001157"
"DJI","2016-12-23","19908.61","19934.15","19899.06","19933.81","15826.00","0.000750"
"DJI","2016-12-27","19943.46","19980.24","19939.80","19945.04","15854.00","0.000563"
"DJI","2016-12-28","19964.31","19981.11","19827.31","19833.68","18835.00","-0.005583"
"DJI","2016-12-29","19835.46","19878.44","19788.94","19819.78","17204.00","-0.000701"
"DJI","2016-12-30","19833.17","19852.55","19718.67","19762.60","27191.00","-0.002885"
"DJI","2017-01-03","19872.86","19938.53","19775.93","19881.76","33918.00","0.006030"
"DJI","2017-01-04","19890.94","19956.14","19878.83","19942.16","28001.00","0.003038"
"DJI","2017-01-05","19924.56","19948.60","19811.12","19899.29","26992.00","-0.002150"
"DJI","2017-01-06","19906.96","19999.63","19834.08","19963.80","27770.00","0.003242"
"DJI","2017-01-09","19931.41","19943.78","19887.38","19887.38","28706.00","-0.003828"
"DJI","2017-01-10","19876.35","19957.12","19836.03","19855.53","29941.00","-0.001602"
"DJI","2017-01-11","19887.38","19973.42","19833.16","19954.28","33615.00","0.004973"
"DJI","2017-01-12","19926.21","19929.29","19770.47","19891.00","30629.00","-0.003171"
"DJI","2017-01-13","19912.54","19952.03","19849.38","19885.73","26378.00","-0.000265"
"DJI","2017-01-17","19848.82","19882.99","19775.35","19826.77","34190.00","-0.002965"
"DJI","2017-01-18","19822.73","19828.20","19739.00","19804.72","27976.00","-0.001112"
"DJI","2017-01-19","19813.55","19824.14","19677.94","19732.40","30175.00","-0.003652"
"DJI","2017-01-20","19795.06","19843.94","19759.14","19827.25","43526.00","0.004807"
"DJI","2017-01-23","19794.79","19833.98","19732.36","19799.85","32669.00","-0.001382"
"DJI","2017-01-24","19794.68","19949.24","19786.71","19912.71","37446.00","0.005700"
"DJI","2017-01-25","19994.48","20082.00","19994.48","20068.51","37224.00","0.007824"
"DJI","2017-01-26","20076.25","20125.58","20067.53","20100.91","35673.00","0.001614"
"DJI","2017-01-27","20103.36","20115.97","20072.64","20093.78","34313.00","-0.000355"
"DJI","2017-01-30","20028.62","20028.62","19870.39","19971.13","31728.00","-0.006104"
"DJI","2017-01-31","19913.16","19918.17","19784.77","19864.09","37375.00","-0.005360"
"DJI","2017-02-01","19923.81","19967.73","19845.99","19890.94","42667.00","0.001352"
"DJI","2017-02-02","19858.34","19922.75","19831.09","19884.91","34722.00","-0.000303"
"DJI","2017-02-03","19964.21","20081.48","19964.21","20071.46","34422.00","0.009381"
"DJI","2017-02-06","20025.61","20094.95","20002.81","20052.42","28172.00","-0.000949"
"DJI","2017-02-07","20107.62","20155.35","20068.68","20090.29","27967.00","0.001889"
"DJI","2017-02-08","20049.29","20068.28","20015.33","20054.34","28041.00","-0.001789"
"DJI","2017-02-09","20061.73","20206.36","20061.73","20172.40","32531.00","0.005887"
"DJI","2017-02-10","20211.23","20298.21","20204.76","20269.37","31223.00","0.004807"
"DJI","2017-02-13","20338.54","20441.48","20322.95","20412.16","31462.00","0.007045"
"DJI","2017-02-14","20374.22","20504.41","20374.02","20504.41","35658.00","0.004519"
"DJI","2017-02-15","20504.27","20620.45","20496.03","20611.86","38438.00","0.005240"
"DJI","2017-02-16","20627.31","20639.87","20556.83","20619.77","35412.00","0.000384"
"DJI","2017-02-17","20564.13","20624.05","20532.61","20624.05","34062.00","0.000208"
"DJI","2017-02-21","20663.43","20757.64","20663.37","20743.00","33688.00","0.005768"
"DJI","2017-02-22","20715.41","20781.59","20692.39","20775.60","31053.00","0.001572"
"DJI","2017-02-23","20817.21","20840.70","20746.41","20810.32","30211.00","0.001671"
"DJI","2017-02-24","20751.91","20821.76","20733.95","20821.76","29254.00","0.000550"
"DJI","2017-02-27","20808.71","20851.33","20774.76","20837.44","25654.00","0.000753"
"DJI","2017-02-28","20833.88","20841.24","20781.21","20812.24","33921.00","-0.001209"
"DJI","2017-03-01","20957.29","21169.11","20957.29","21115.55","39282.00","0.014574"
"DJI","2017-03-02","21128.91","21129.20","20996.61","21002.97","31991.00","-0.005332"
"DJI","2017-03-03","21008.75","21039.96","20953.86","21005.71","25442.00","0.000130"
"DJI","2017-03-06","20955.71","20986.43","20912.11","20954.34","26662.00","-0.002446"
"DJI","2017-03-07","20934.89","20970.54","20901.26","20924.76","27463.00","-0.001412"
"DJI","2017-03-08","20940.44","20951.44","20835.58","20855.73","29678.00","-0.003299"
"DJI","2017-03-09","20864.32","20900.57","20777.16","20858.19","27596.00","0.000118"
"DJI","2017-03-10","20919.01","20940.29","20827.66","20902.98","31543.00","0.002147"
"DJI","2017-03-13","20899.28","20926.06","20845.71","20881.48","28926.00","-0.001029"
"DJI","2017-03-14","20848.60","20874.00","20786.31","20837.37","24682.00","-0.002112"
"DJI","2017-03-15","20874.78","20977.47","20859.60","20950.10","30659.00","0.005410"
"DJI","2017-03-16","20969.27","21000.11","20893.50","20934.55","26436.00","-0.000742"
"DJI","2017-03-17","20965.37","20980.51","20911.07","20914.62","53528.00","-0.000952"
"DJI","2017-03-20","20916.27","20955.45","20885.70","20905.86","25361.00","-0.000419"
"DJI","2017-03-21","20956.33","20970.04","20653.26","20668.01","36932.00","-0.011377"
"DJI","2017-03-22","20640.42","20686.21","20578.95","20661.30","32509.00","-0.000325"
"DJI","2017-03-23","20645.07","20757.89","20618.62","20656.58","28005.00","-0.000228"
"DJI","2017-03-24","20674.45","20718.33","20529.67","20596.72","29298.00","-0.002898"
"DJI","2017-03-27","20488.35","20578.46","20412.80","20550.98","26938.00","-0.002221"
"DJI","2017-03-28","20542.14","20735.61","20520.10","20701.50","29967.00","0.007324"
"DJI","2017-03-29","20675.75","20684.73","20625.03","20659.32","23832.00","-0.002038"
"DJI","2017-03-30","20662.79","20753.78","20643.60","20728.49","27090.00","0.003348"
"DJI","2017-03-31","20700.34","20722.59","20660.68","20663.22","30377.00","-0.003149"
"DJI","2017-04-03","20665.17","20692.34","20517.82","20650.21","28567.00","-0.000630"
"DJI","2017-04-04","20634.94","20701.29","20605.30","20689.24","23739.00","0.001890"
"DJI","2017-04-05","20745.06","20887.50","20639.55","20648.15","28498.00","-0.001986"
"DJI","2017-04-06","20653.77","20746.46","20612.17","20662.95","25172.00","0.000717"
"DJI","2017-04-07","20647.81","20726.07","20606.95","20656.10","21973.00","-0.000332"
"DJI","2017-04-10","20668.22","20750.33","20614.86","20658.02","23048.00","0.000093"
"DJI","2017-04-11","20644.32","20660.03","20512.56","20651.30","25512.00","-0.000325"
"DJI","2017-04-12","20637.95","20642.54","20553.03","20591.86","26767.00","-0.002878"
"DJI","2017-04-13","20561.69","20612.27","20453.25","20453.25","23581.00","-0.006731"
"DJI","2017-04-17","20484.75","20644.41","20484.75","20636.92","22924.00","0.008980"
"DJI","2017-04-18","20561.39","20600.12","20462.28","20523.28","26318.00","-0.005507"
"DJI","2017-04-19","20503.52","20546.69","20379.55","20404.49","29479.00","-0.005788"
"DJI","2017-04-20","20406.68","20629.78","20406.68","20578.71","31244.00","0.008538"
"DJI","2017-04-21","20578.10","20601.40","20505.33","20547.76","36960.00","-0.001504"
"DJI","2017-04-24","20723.59","20792.20","20723.59","20763.89","34240.00","0.010518"
"DJI","2017-04-25","20915.51","21026.97","20909.38","20996.12","34818.00","0.011184"
"DJI","2017-04-26","21009.95","21070.90","20972.27","20975.09","32855.00","-0.001002"
"DJI","2017-04-27","20991.12","21005.80","20935.80","20981.33","30569.00","0.000297"
"DJI","2017-04-28","20987.39","20987.76","20926.75","20940.51","32999.00","-0.001946"
"DJI","2017-05-01","20962.73","20976.62","20898.38","20913.46","28816.00","-0.001292"
"DJI","2017-05-02","20941.19","20960.92","20904.06","20949.89","33881.00","0.001742"
"DJI","2017-05-03","20915.00","20972.74","20874.18","20957.90","31092.00","0.000382"
"DJI","2017-05-04","20987.83","20990.79","20847.95","20951.47","27472.00","-0.000307"
"DJI","2017-05-05","20929.04","21006.94","20905.00","21006.94","26096.00","0.002648"
"DJI","2017-05-08","20991.26","21017.89","20971.05","21012.28","27615.00","0.000254"
"DJI","2017-05-09","21022.28","21046.85","20938.04","20975.78","27300.00","-0.001737"
"DJI","2017-05-10","20958.49","20976.28","20884.15","20943.11","28334.00","-0.001558"
"DJI","2017-05-11","20925.72","20933.36","20798.90","20919.42","28768.00","-0.001131"
"DJI","2017-05-12","20893.19","20916.10","20869.74","20896.61","28850.00","-0.001090"
"DJI","2017-05-15","20923.63","21000.83","20923.63","20981.94","31317.00","0.004083"
"DJI","2017-05-16","20984.48","21033.53","20932.88","20979.75","31158.00","-0.000104"
"DJI","2017-05-17","20846.17","20846.17","20601.08","20606.93","42320.00","-0.017770"
"DJI","2017-05-18","20579.65","20759.20","20553.45","20663.02","42259.00","0.002722"
"DJI","2017-05-19","20698.28","20857.13","20687.94","20804.84","36518.00","0.006863"
"DJI","2017-05-22","20867.77","20914.26","20860.16","20894.83","27612.00","0.004325"
"DJI","2017-05-23","20908.67","20961.14","20896.22","20937.91","24495.00","0.002062"
"DJI","2017-05-24","20949.21","21022.82","20933.58","21012.42","28318.00","0.003559"
"DJI","2017-05-25","21062.96","21112.32","21051.41","21082.95","26897.00","0.003357"
"DJI","2017-05-26","21070.15","21092.82","21050.49","21080.28","20800.00","-0.000127"
"DJI","2017-05-30","21045.49","21063.62","21009.60","21029.47","24281.00","-0.002410"
"DJI","2017-05-31","21048.46","21051.70","20942.57","21008.65","37158.00","-0.000990"
"DJI","2017-06-01","21030.55","21144.18","20994.22","21144.18","27673.00","0.006451"
"DJI","2017-06-02","21142.09","21225.04","21129.56","21206.29","32970.00","0.002937"
"DJI","2017-06-05","21195.03","21224.41","21168.69","21184.04","26979.00","-0.001049"
"DJI","2017-06-06","21145.48","21180.47","21118.46","21136.23","28355.00","-0.002257"
"DJI","2017-06-07","21171.57","21189.84","21113.31","21173.69","27340.00","0.001772"
"DJI","2017-06-08","21169.76","21265.69","21138.16","21182.53","33033.00","0.000417"
"DJI","2017-06-09","21208.96","21305.35","21159.45","21271.97","39720.00","0.004222"
"DJI","2017-06-12","21259.95","21277.08","21186.15","21235.67","52808.00","-0.001706"
"DJI","2017-06-13","21256.83","21332.77","21256.83","21328.47","32351.00","0.004370"
"DJI","2017-06-14","21342.71","21391.97","21294.09","21374.56","29509.00","0.002161"
"DJI","2017-06-15","21291.69","21367.28","21261.87","21359.90","31720.00","-0.000686"
"DJI","2017-06-16","21335.93","21384.42","21308.01","21384.28","60326.00","0.001141"
"DJI","2017-06-19","21444.75","21528.99","21436.08","21528.99","28940.00","0.006767"
"DJI","2017-06-20","21521.25","21535.03","21464.24","21467.14","31020.00","-0.002873"
"DJI","2017-06-21","21466.39","21492.62","21390.00","21410.03","29250.00","-0.002660"
"DJI","2017-06-22","21407.98","21456.47","21394.81","21397.29","27068.00","-0.000595"
"DJI","2017-06-23","21380.92","21421.79","21333.89","21394.76","36840.00","-0.000118"
"DJI","2017-06-26","21434.68","21506.21","21381.25","21409.55","24188.00","0.000691"
"DJI","2017-06-27","21411.19","21440.60","21310.66","21310.66","29217.00","-0.004619"
"DJI","2017-06-28","21372.36","21478.75","21372.36","21454.61","27151.00","0.006755"
"DJI","2017-06-29","21487.38","21487.38","21197.08","21287.03","33675.00","-0.007811"
"DJI","2017-06-30","21348.60","21426.12","21325.08","21349.63","31326.00","0.002941"
"DJI","2017-07-03","21392.30","21562.75","21391.71","21479.27","18681.00","0.006072"
"DJI","2017-07-05","21492.83","21505.36","21404.76","21478.17","27369.00","-0.000051"
"DJI","2017-07-06","21423.93","21433.10","21305.38","21320.04","32045.00","-0.007362"
"DJI","2017-07-07","21354.66","21425.82","21350.72","21414.34","24224.00","0.004423"
"DJI","2017-07-10","21381.23","21446.39","21371.11","21408.52","27034.00","-0.000272"
"DJI","2017-07-11","21410.17","21441.62","21279.30","21409.07","24757.00","0.000026"
"DJI","2017-07-12","21467.93","21580.79","21467.93","21532.14","26787.00","0.005748"
"DJI","2017-07-13","21537.19","21568.72","21512.36","21553.09","23227.00","0.000973"
"DJI","2017-07-14","21532.77","21681.53","21521.72","21637.74","23559.00","0.003928"
"DJI","2017-07-17","21633.97","21661.81","21617.66","21629.72","24478.00","-0.000371"
"DJI","2017-07-18","21589.94","21589.94","21471.14","21574.73","25111.00","-0.002542"
"DJI","2017-07-19","21569.25","21640.75","21565.84","21640.75","25304.00","0.003060"
"DJI","2017-07-20","21641.54","21661.91","21576.96","21611.78","31395.00","-0.001339"
"DJI","2017-07-21","21591.72","21592.61","21503.78","21580.07","36283.00","-0.001467"
"DJI","2017-07-24","21577.78","21577.78","21496.13","21513.17","28408.00","-0.003100"
"DJI","2017-07-25","21638.56","21670.62","21577.37","21613.43","30430.00","0.004660"
"DJI","2017-07-26","21690.38","21742.70","21683.29","21711.01","27824.00","0.004515"
"DJI","2017-07-27","21717.42","21798.47","21687.85","21796.55","40732.00","0.003940"
"DJI","2017-07-28","21787.51","21841.18","21756.12","21830.31","28563.00","0.001549"
"DJI","2017-07-31","21863.39","21929.80","21861.71","21891.12","30761.00","0.002786"
"DJI","2017-08-01","21961.42","21990.96","21940.81","21963.92","32841.00","0.003326"
"DJI","2017-08-02","22004.36","22036.10","21967.46","22016.24","33682.00","0.002382"
"DJI","2017-08-03","22007.58","22044.85","21991.32","22026.10","27873.00","0.000448"
"DJI","2017-08-04","22058.39","22092.81","22024.64","22092.81","25364.00","0.003029"
"DJI","2017-08-07","22100.20","22121.15","22081.97","22118.42","21301.00","0.001159"
"DJI","2017-08-08","22095.14","22179.11","22057.29","22085.34","26200.00","-0.001496"
"DJI","2017-08-09","22022.34","22057.19","21996.69","22048.70","27780.00","-0.001659"
"DJI","2017-08-10","21988.20","21988.20","21843.94","21844.01","30331.00","-0.009284"
"DJI","2017-08-11","21883.32","21911.09","21842.74","21858.32","23779.00","0.000655"
"DJI","2017-08-14","21945.64","22019.23","21945.64","21993.71","23503.00","0.006194"
"DJI","2017-08-15","22029.91","22038.92","21971.48","21998.99","26907.00","0.000240"
"DJI","2017-08-16","22031.93","22085.71","22002.47","22024.87","26492.00","0.001176"
"DJI","2017-08-17","21984.74","21984.74","21750.32","21750.73","31103.00","-0.012447"
"DJI","2017-08-18","21724.88","21793.35","21641.63","21674.51","30907.00","-0.003504"
"DJI","2017-08-21","21671.36","21718.74","21600.34","21703.75","27788.00","0.001349"
"DJI","2017-08-22","21739.78","21912.83","21738.13","21899.89","24498.00","0.009037"
"DJI","2017-08-23","21850.27","21866.66","21808.39","21812.09","23481.00","-0.004009"
"DJI","2017-08-24","21839.90","21870.11","21765.82","21783.40","22848.00","-0.001315"
"DJI","2017-08-25","21819.08","21906.86","21812.81","21813.67","21757.00","0.001390"
"DJI","2017-08-28","21832.50","21861.49","21767.94","21808.40","21874.00","-0.000242"
"DJI","2017-08-29","21718.00","21879.22","21673.58","21865.37","22734.00","0.002612"
"DJI","2017-08-30","21859.76","21914.26","21839.47","21892.43","24284.00","0.001238"
"DJI","2017-08-31","21936.01","21985.76","21910.50","21948.10","37679.00","0.002543"
"DJI","2017-09-01","21981.77","22038.97","21974.91","21987.56","25624.00","0.001798"
"DJI","2017-09-05","21912.37","21921.09","21709.63","21753.31","33284.00","-0.010654"
"DJI","2017-09-06","21815.76","21849.24","21794.07","21807.64","31876.00","0.002498"
"DJI","2017-09-07","21820.38","21850.01","21745.71","21784.78","33381.00","-0.001048"
"DJI","2017-09-08","21764.43","21846.63","21731.12","21797.79","28940.00","0.000597"
"DJI","2017-09-11","21927.79","22067.10","21927.79","22057.37","31277.00","0.011909"
"DJI","2017-09-12","22090.56","22134.57","22087.09","22118.86","36458.00","0.002788"
"DJI","2017-09-13","22103.47","22158.18","22095.79","22158.18","29189.00","0.001778"
"DJI","2017-09-14","22144.96","22216.44","22135.26","22203.48","29778.00","0.002044"
"DJI","2017-09-15","22252.44","22275.02","22214.52","22268.34","52754.00","0.002921"
"DJI","2017-09-18","22297.92","22355.62","22283.35","22331.35","30274.00","0.002830"
"DJI","2017-09-19","22349.70","22386.01","22340.71","22370.80","29557.00","0.001767"
"DJI","2017-09-20","22351.38","22413.26","22314.68","22412.59","33456.00","0.001868"
"DJI","2017-09-21","22414.02","22419.51","22356.55","22359.23","28739.00","-0.002381"
"DJI","2017-09-22","22334.07","22364.31","22299.58","22349.59","29714.00","-0.000431"
"DJI","2017-09-25","22320.47","22359.88","22219.11","22296.09","33243.00","-0.002394"
"DJI","2017-09-26","22322.03","22369.35","22279.52","22284.32","28599.00","-0.000528"
"DJI","2017-09-27","22330.93","22371.10","22254.93","22340.71","34290.00","0.002530"
"DJI","2017-09-28","22306.83","22394.74","22288.97","22381.20","26301.00","0.001812"
"DJI","2017-09-29","22358.47","22405.63","22332.96","22405.09","27479.00","0.001067"
"DJI","2017-10-02","22423.47","22559.38","22416.00","22557.60","26853.00","0.006807"
"DJI","2017-10-03","22564.45","22646.32","22562.90","22641.67","23883.00","0.003727"
"DJI","2017-10-04","22645.67","22685.94","22632.80","22661.64","23573.00","0.000882"
"DJI","2017-10-05","22669.08","22777.04","22655.14","22775.39","24640.00","0.005019"
"DJI","2017-10-06","22762.03","22773.67","22730.85","22773.67","22145.00","-0.000076"
"DJI","2017-10-09","22779.73","22803.37","22739.38","22761.07","31077.00","-0.000553"
"DJI","2017-10-10","22784.76","22850.51","22770.99","22830.68","31927.00","0.003058"
"DJI","2017-10-11","22827.65","22872.89","22821.66","22872.89","31600.00","0.001849"
"DJI","2017-10-12","22854.85","22884.82","22821.13","22841.01","29179.00","-0.001394"
"DJI","2017-10-13","22876.43","22905.33","22855.93","22871.72","25956.00","0.001345"
"DJI","2017-10-16","22892.92","22960.12","22887.12","22956.96","24718.00","0.003727"
"DJI","2017-10-17","22952.41","23002.20","22948.23","22997.44","27309.00","0.001763"
"DJI","2017-10-18","23087.13","23172.93","23086.75","23157.60","27187.00","0.006964"
"DJI","2017-10-19","23107.47","23167.24","23052.67","23163.04","35040.00","0.000235"
"DJI","2017-10-20","23205.18","23328.84","23201.78","23328.63","47438.00","0.007149"
"DJI","2017-10-23","23348.95","23368.37","23273.96","23273.96","45683.00","-0.002343"
"DJI","2017-10-24","23346.78","23485.25","23343.23","23441.76","40685.00","0.007210"
"DJI","2017-10-25","23431.09","23451.51","23251.11","23329.46","39956.00","-0.004791"
"DJI","2017-10-26","23380.89","23459.84","23380.89","23400.86","37060.00","0.003061"
"DJI","2017-10-27","23419.16","23449.40","23353.16","23434.19","51887.00","0.001424"
"DJI","2017-10-30","23405.75","23428.75","23327.87","23348.74","43690.00","-0.003646"
"DJI","2017-10-31","23369.22","23406.35","23334.39","23377.24","38805.00","0.001221"
"DJI","2017-11-01","23442.90","23517.71","23388.91","23435.01","36126.00","0.002471"
"DJI","2017-11-02","23463.24","23531.38","23350.98","23516.26","34804.00","0.003467"
"DJI","2017-11-03","23549.59","23557.06","23481.57","23539.19","31225.00","0.000975"
"DJI","2017-11-06","23533.96","23574.86","23520.75","23548.42","32519.00","0.000392"
"DJI","2017-11-07","23574.03","23602.12","23484.19","23557.23","28508.00","0.000374"
"DJI","2017-11-08","23542.60","23575.00","23510.56","23563.36","26467.00","0.000260"
"DJI","2017-11-09","23492.09","23516.74","23310.02","23461.94","30544.00","-0.004304"
"DJI","2017-11-10","23432.71","23452.20","23392.96","23422.21","35128.00","-0.001693"
"DJI","2017-11-13","23367.47","23461.68","23343.34","23439.70","49126.00","0.000747"
"DJI","2017-11-14","23388.40","23414.08","23271.57","23409.47","56133.00","-0.001290"
"DJI","2017-11-15","23334.59","23344.99","23242.75","23271.28","40430.00","-0.005903"
"DJI","2017-11-16","23365.34","23492.19","23365.34","23458.36","40202.00","0.008039"
"DJI","2017-11-17","23433.77","23433.77","23356.01","23358.24","38600.00","-0.004268"
"DJI","2017-11-20","23370.71","23456.88","23360.58","23430.33","31533.00","0.003086"
"DJI","2017-11-21","23500.15","23617.80","23500.15","23590.83","32965.00","0.006850"
"DJI","2017-11-22","23597.24","23605.77","23507.61","23526.18","26876.00","-0.002740"
"DJI","2017-11-24","23552.75","23599.18","23551.59","23557.99","11861.00","0.001352"
"DJI","2017-11-27","23552.86","23638.92","23545.02","23580.78","29632.00","0.000967"
"DJI","2017-11-28","23625.19","23849.61","23617.11","23836.71","31924.00","0.010853"
"DJI","2017-11-29","23883.26","23959.76","23872.59","23940.68","40141.00","0.004362"
"DJI","2017-11-30","24013.80","24327.82","24013.80","24272.35","48820.00","0.013854"
"DJI","2017-12-01","24305.40","24322.06","23921.90","24231.59","41791.00","-0.001679"
"DJI","2017-12-04","24424.11","24534.04","24288.19","24290.05","42425.00","0.002413"
"DJI","2017-12-05","24335.01","24349.74","24155.28","24180.64","37119.00","-0.004504"
"DJI","2017-12-06","24171.90","24229.35","24134.49","24140.91","31272.00","-0.001643"
"DJI","2017-12-07","24116.60","24262.88","24101.24","24211.48","31906.00","0.002923"
"DJI","2017-12-08","24263.26","24330.12","24225.50","24329.16","29359.00","0.004861"
"DJI","2017-12-11","24338.11","24389.72","24314.74","24386.03","30058.00","0.002338"
"DJI","2017-12-12","24452.96","24552.97","24443.83","24504.80","34222.00","0.004870"
"DJI","2017-12-13","24525.19","24666.02","24518.30","24585.43","32528.00","0.003290"
"DJI","2017-12-14","24631.01","24672.48","24508.66","24508.66","31478.00","-0.003123"
"DJI","2017-12-15","24585.71","24688.62","24584.44","24651.74","63574.00","0.005838"
"DJI","2017-12-18","24739.56","24876.07","24739.56","24792.20","35488.00","0.005698"
"DJI","2017-12-19","24834.38","24850.11","24715.60","24754.75","33533.00","-0.001511"
"DJI","2017-12-20","24838.09","24852.44","24697.11","24726.65","34179.00","-0.001135"
"DJI","2017-12-21","24778.26","24850.91","24766.27","24782.29","33953.00","0.002250"
"DJI","2017-12-22","24764.04","24784.15","24717.51","24754.06","25514.00","-0.001139"
"DJI","2017-12-26","24715.84","24778.13","24708.42","24746.21","20829.00","-0.000317"
"DJI","2017-12-27","24766.52","24789.52","24731.68","24774.30","22589.00","0.001135"
